name,GW,total_points,minutes,goals_scored,assists,bonus,bps,clean_sheets,creativity,influence,threat,ict_index,form,value,was_home,yellow_cards,red_cards,upcoming_total_points,position_FWD,position_GK,position_MID,team_x_Aston Villa,team_x_Bournemouth,team_x_Brentford,team_x_Brighton,team_x_Burnley,team_x_Chelsea,team_x_Crystal Palace,team_x_Everton,team_x_Fulham,team_x_Leeds,team_x_Leicester,team_x_Liverpool,team_x_Man City,team_x_Man Utd,team_x_Newcastle,team_x_Norwich,team_x_Nott'm Forest,team_x_Sheffield Utd,team_x_Southampton,team_x_Spurs,team_x_Watford,team_x_West Brom,team_x_West Ham,team_x_Wolves
Aaron Hickey,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0,0,0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,22,6,60,0,0,0,19,1,1.5,2.6,7.0,1.1,0.15,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.15,49,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,24,2,75,0,0,0,13,0,1.8,9.0,17.0,2.8,0.2,49,1,0,0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,26,5,90,0,1,0,18,0,1.1,10.4,3.0,1.5,0.325,49,1,0,0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,27,5,90,0,0,0,15,1,0.2,9.0,0.0,0.9,0.35,49,0,1,0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,28,4,90,0,0,2,23,0,7.3,26.4,0.0,3.4,0.4,49,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,29,0,90,0,0,0,0,0,0.1,0.0,0.0,0.0,0.275,49,0,1,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,30,1,73,0,0,0,11,0,0.5,2.4,0.0,0.3,0.15,49,1,0,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,31,1,73,0,0,0,9,0,1.5,4.2,2.0,0.8,0.075,49,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,32,2,90,0,0,0,6,0,0.8,4.8,9.0,1.5,0.125,49,1,0,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,33,1,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0.125,49,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,34,2,90,0,0,0,14,0,11.3,8.8,3.0,2.3,0.15,49,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,35,2,87,0,0,0,5,0,11.3,4.2,0.0,1.6,0.175,49,0,0,0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
